"","whichPrime","trialType","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"40","","iat",6499,"f",82,191735,"family","family","family","family","career","true",""
"41","","iat",1034,"j",84,193023,"career","career","career","family","career","true",""
"42","","iat",988,"j",86,194266,"career","career","career","family","career","true",""
"43","","iat",1443,"f",88,195965,"family","family","family","family","career","true",""
"44","","iat",851,"f",90,197071,"family","family","family","family","career","true",""
"45","","iat",1956,"f",92,199282,"family","family","family","family","career","true",""
"46","","iat",1971,"j",94,201509,"career","career","career","family","career","true",""
"47","","iat",1053,"j",96,202817,"career","career","career","family","career","true",""
"48","","iat",1112,"f",98,204184,"family","family","family","family","career","true",""
"49","","iat",1010,"j",100,205449,"career","career","career","family","career","true",""
"50","","iat",1056,"f",102,206760,"family","family","family","family","career","true",""
"51","","iat",1004,"j",104,208017,"career","career","career","family","career","true",""
"52","","iat",788,"f",106,209061,"family","family","family","family","career","true",""
"53","","iat",1710,"f",108,211027,"family","family","family","family","career","true",""
"54","","iat",931,"f",110,212212,"family","family","family","family","career","true",""
"55","","iat",1333,"f",112,213798,"family","family","family","family","career","true",""
"56","","iat",1529,"j",114,215581,"career","career","career","family","career","true",""
"57","","iat",1014,"f",116,216850,"family","family","family","family","career","true",""
"58","","iat",767,"j",118,217873,"career","career","career","family","career","true",""
"59","","iat",1118,"f",120,219243,"family","family","family","family","career","true",""
"60","","iat",1043,"j",122,220541,"career","career","career","family","career","true",""
"61","","iat",741,"j",124,221537,"career","career","career","family","career","true",""
"62","","iat",1122,"j",126,222916,"career","career","career","family","career","true",""
"63","","iat",1194,"f",128,224364,"family","family","family","family","career","true",""
"64","","iat",1034,"j",130,225652,"career","career","career","family","career","true",""
"65","","iat",1671,"f",132,227578,"family","family","family","family","career","true",""
"66","","iat",1178,"j",134,229011,"career","career","career","family","career","true",""
"67","","iat",984,"f",136,230251,"family","family","family","family","career","true",""
"68","","iat",723,"j",138,231230,"career","career","career","family","career","true",""
"69","","iat",2581,"j",140,234065,"career","career","career","family","career","true",""
"70","","iat",737,"j",142,235057,"career","career","career","family","career","true",""
"71","","iat",1015,"j",144,236326,"career","career","career","family","career","true",""
"72","","iat",670,"j",146,237250,"career","career","career","family","career","true",""
"73","","iat",1089,"f",148,238591,"family","family","family","family","career","true",""
"74","","iat",2095,"j",151,262272,"family","family","men or family","career","family","true",""
"75","","iat",1295,"j",153,263824,"men","men","men or family","women","men","true",""
"76","","iat",1239,"f",155,265319,"women","women","women or career","women","men","true",""
"77","","iat",740,"f",157,266314,"career","career","women or career","career","family","true",""
"78","","iat",1243,"f",159,267811,"women","women","women or career","women","men","true",""
"79","","iat",805,"f",161,268872,"career","career","women or career","career","family","true",""
"80","","iat",757,"j",163,269885,"men","men","men or family","women","men","true",""
"81","","iat",941,"f",165,271081,"women","women","women or career","women","men","true",""
"82","","iat",1304,"f",167,272640,"women","women","women or career","women","men","true",""
"83","","iat",689,"f",169,273584,"women","women","women or career","women","men","true",""
"84","","iat",809,"f",171,274648,"women","women","women or career","women","men","true",""
"85","","iat",928,"f",173,275830,"career","career","women or career","career","family","true",""
"86","","iat",760,"j",175,276843,"family","family","men or family","career","family","true",""
"87","","iat",965,"f",177,278062,"career","career","women or career","career","family","true",""
"88","","iat",1020,"f",179,279337,"women","women","women or career","women","men","true",""
"89","","iat",778,"j",181,280370,"family","family","men or family","career","family","true",""
"90","","iat",930,"j",183,281555,"family","family","men or family","career","family","true",""
"91","","iat",1008,"j",185,282818,"men","men","men or family","women","men","true",""
"92","","iat",903,"f",187,283976,"women","women","women or career","women","men","true",""
"93","","iat",979,"j",189,285209,"men","men","men or family","women","men","true",""
"94","","iat",901,"f",191,286365,"career","career","women or career","career","family","true",""
"95","","iat",721,"f",193,287341,"men","men","men or family","women","men","false",""
"96","","iat",2091,"j",195,289686,"family","family","men or family","career","family","true",""
"97","","iat",978,"j",197,290920,"family","family","men or family","career","family","true",""
"98","","iat",878,"f",199,292051,"career","career","women or career","career","family","true",""
"99","","iat",876,"f",201,293182,"women","women","women or career","women","men","true",""
"100","","iat",935,"j",203,294372,"men","men","men or family","women","men","true",""
"101","","iat",1365,"f",205,295993,"career","career","women or career","career","family","true",""
"102","","iat",870,"j",207,297118,"family","family","men or family","career","family","true",""
"103","","iat",853,"f",209,298226,"career","career","women or career","career","family","true",""
"104","","iat",1052,"j",211,299534,"family","family","men or family","career","family","true",""
"105","","iat",831,"f",213,300619,"career","career","women or career","career","family","true",""
"106","","iat",995,"j",215,301870,"men","men","men or family","women","men","true",""
"107","","iat",749,"j",217,302874,"men","men","men or family","women","men","true",""
"108","","iat",707,"j",219,303835,"men","men","men or family","women","men","true",""
"109","","iat",769,"j",221,304860,"men","men","men or family","women","men","true",""
"110","","iat",1963,"f",224,327166,"women","women","women or family","women","men","true",""
"111","","iat",1282,"j",226,328703,"career","career","men or career","family","career","true",""
"112","","iat",1387,"f",228,330344,"family","family","women or family","family","career","true",""
"113","","iat",1338,"j",230,331937,"men","men","men or career","women","men","true",""
"114","","iat",1177,"f",232,333370,"women","women","women or family","women","men","true",""
"115","","iat",879,"j",234,334504,"men","men","men or career","women","men","true",""
"116","","iat",1300,"f",236,336059,"family","family","women or family","family","career","true",""
"117","","iat",976,"f",238,337290,"men","men","men or career","women","men","false",""
"118","","iat",2992,"f",240,340536,"women","women","women or family","women","men","true",""
"119","","iat",1815,"f",242,342607,"family","family","women or family","family","career","true",""
"120","","iat",1345,"j",244,344207,"career","career","men or career","family","career","true",""
"121","","iat",1191,"j",246,345652,"men","men","men or career","women","men","true",""
"122","","iat",974,"j",248,346880,"men","men","men or career","women","men","true",""
"123","","iat",1071,"f",250,348206,"women","women","women or family","women","men","true",""
"124","","iat",2523,"f",252,350984,"women","women","women or family","women","men","true",""
"125","","iat",1073,"f",254,352312,"family","family","women or family","family","career","true",""
"126","","iat",709,"f",256,353277,"family","family","women or family","family","career","true",""
"127","","iat",726,"f",258,354257,"women","women","women or family","women","men","true",""
"128","","iat",747,"f",260,355258,"women","women","women or family","women","men","true",""
"129","","iat",923,"f",262,356434,"women","women","women or family","women","men","true",""
"130","","iat",976,"f",264,357664,"women","women","women or family","women","men","true",""
"131","","iat",655,"j",266,358574,"men","men","men or career","women","men","true",""
"132","","iat",813,"j",268,359641,"career","career","men or career","family","career","true",""
"133","","iat",793,"j",270,360689,"career","career","men or career","family","career","true",""
"134","","iat",1087,"f",272,362031,"family","family","women or family","family","career","true",""
"135","","iat",1521,"j",274,363806,"men","men","men or career","women","men","true",""
"136","","iat",843,"j",276,364904,"career","career","men or career","family","career","true",""
"137","","iat",733,"j",278,365892,"career","career","men or career","family","career","true",""
"138","","iat",1334,"j",280,367481,"men","men","men or career","women","men","true",""
"139","","iat",968,"f",282,368703,"family","family","women or family","family","career","true",""
"140","","iat",826,"j",284,369784,"men","men","men or career","women","men","true",""
"141","","iat",743,"j",286,370782,"men","men","men or career","women","men","true",""
"142","","iat",1601,"f",288,372636,"family","family","women or family","family","career","true",""
"143","","iat",782,"j",290,373674,"career","career","men or career","family","career","true",""
"144","","iat",1260,"j",292,375189,"career","career","men or career","family","career","true",""
"145","","iat",949,"f",294,376393,"family","family","women or family","family","career","true",""
"146","","Questionnaire",152280,"{""question1"":2,""question2"":2,""question3"":2,""question4"":2,""question5"":2,""question6"":2,""question7"":1,""question8"":1,""question9"":0,""question10"":4,""question11"":2,""question12"":3,""question13"":4,""question14"":4,""question15"":0}",296,528934,"","","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]"
