"","whichPrime","trialType","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"1","femaleCareer","prime",21383," ",2,33015,"","","","","","",""
"2","","iat",3082,"f",5,62009,"family","family","family","family","career","true",""
"3","","iat",1465,"f",7,63730,"family","family","family","family","career","true",""
"4","","iat",2013,"j",9,65998,"career","career","career","family","career","true",""
"5","","iat",1779,"f",11,68033,"family","family","family","family","career","true",""
"6","","iat",1173,"j",13,69461,"career","career","career","family","career","true",""
"7","","iat",1787,"f",15,71503,"family","family","family","family","career","true",""
"8","","iat",1182,"j",17,72940,"career","career","career","family","career","true",""
"9","","iat",1992,"f",19,75186,"family","family","family","family","career","true",""
"10","","iat",1960,"j",21,77401,"career","career","career","family","career","true",""
"11","","iat",2335,"f",23,79991,"family","family","family","family","career","true",""
"12","","iat",2936,"f",25,83181,"family","family","family","family","career","true",""
"13","","iat",3636,"f",27,87070,"family","family","family","family","career","true",""
"14","","iat",4339,"f",29,91663,"family","family","family","family","career","true",""
"15","","iat",1307,"j",31,93224,"career","career","career","family","career","true",""
"16","","iat",1364,"j",33,94842,"career","career","career","family","career","true",""
"17","","iat",1235,"j",35,96331,"career","career","career","family","career","true",""
"18","","iat",1911,"j",37,98496,"career","career","career","family","career","true",""
"19","","iat",1435,"f",39,100186,"family","family","family","family","career","true",""
"20","","iat",1013,"j",41,101453,"career","career","career","family","career","true",""
"21","","iat",1720,"f",43,103428,"family","family","family","family","career","true",""
"22","","iat",961,"j",45,104643,"career","career","career","family","career","true",""
"23","","iat",916,"j",47,105813,"career","career","career","family","career","true",""
"24","","iat",1921,"f",49,107988,"family","family","family","family","career","true",""
"25","","iat",1010,"j",51,109252,"career","career","career","family","career","true",""
"26","","iat",851,"f",53,110356,"family","family","family","family","career","true",""
"27","","iat",1048,"f",55,111660,"family","family","family","family","career","true",""
"28","","iat",820,"j",57,112734,"career","career","career","family","career","true",""
"29","","iat",1618,"j",59,114605,"career","career","career","family","career","true",""
"30","","iat",810,"j",61,115669,"career","career","career","family","career","true",""
"31","","iat",892,"f",63,116815,"family","family","family","family","career","true",""
"32","","iat",1508,"j",65,118578,"family","family","family","family","career","false",""
"33","","iat",1656,"f",67,120488,"family","family","family","family","career","true",""
"34","","iat",1620,"f",69,122362,"family","family","family","family","career","true",""
"35","","iat",1361,"j",71,123977,"career","career","career","family","career","true",""
"36","","iat",1005,"j",73,125237,"career","career","career","family","career","true",""
"37","","iat",2073,"j",75,127565,"career","career","career","family","career","true",""
"38","","iat",1239,"f",78,133741,"women","women","women","women","men","true",""
"39","","iat",995,"f",80,134991,"women","women","women","women","men","true",""
"40","","iat",1023,"f",82,136269,"women","women","women","women","men","true",""
"41","","iat",1024,"f",84,137547,"men","men","men","women","men","false",""
"42","","iat",1206,"j",86,139007,"men","men","men","women","men","true",""
"43","","iat",875,"j",88,140136,"men","men","men","women","men","true",""
"44","","iat",1014,"j",90,141405,"men","men","men","women","men","true",""
"45","","iat",1608,"f",92,143267,"women","women","women","women","men","true",""
"46","","iat",990,"j",94,144509,"men","men","men","women","men","true",""
