"","whichPrime","trialType","rt","response","trial_index","time_elapsed","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct","question_order"
"1","femaleCareer","prime",23747," ",2,29072,"","","","","","",""
"2","","iat",925,"f",5,42451,"career","career","career","career","family","true",""
"3","","iat",634,"j",7,43341,"family","family","family","career","family","true",""
"4","","iat",2663,"j",9,46260,"family","family","family","career","family","true",""
"5","","iat",3551,"j",11,50067,"career","career","career","career","family","false",""
"6","","iat",1677,"j",13,52000,"family","family","family","career","family","true",""
"7","","iat",746,"j",15,53001,"family","family","family","career","family","true",""
"8","","iat",1161,"f",17,54418,"career","career","career","career","family","true",""
"9","","iat",2277,"j",19,56950,"family","family","family","career","family","true",""
"10","","iat",3383,"j",21,60587,"family","family","family","career","family","true",""
"11","","iat",673,"f",23,61515,"career","career","career","career","family","true",""
"12","","iat",704,"f",25,62472,"career","career","career","career","family","true",""
"13","","iat",1448,"j",27,64174,"family","family","family","career","family","true",""
"14","","iat",1794,"f",29,66224,"career","career","career","career","family","true",""
"15","","iat",725,"j",31,67206,"family","family","family","career","family","true",""
"16","","iat",718,"f",33,68179,"career","career","career","career","family","true",""
"17","","iat",959,"j",35,69392,"family","family","family","career","family","true",""
"18","","iat",1675,"j",37,71321,"family","family","family","career","family","true",""
"19","","iat",871,"j",39,72445,"family","family","family","career","family","true",""
"20","","iat",834,"j",41,73534,"family","family","family","career","family","true",""
"21","","iat",689,"f",43,74478,"career","career","career","career","family","true",""
"22","","iat",492,"f",45,75225,"career","career","career","career","family","true",""
"23","","iat",779,"j",47,76258,"career","career","career","career","family","false",""
"24","","iat",2221,"f",49,78733,"career","career","career","career","family","true",""
"25","","iat",1039,"j",51,80027,"family","family","family","career","family","true",""
"26","","iat",862,"f",53,81144,"career","career","career","career","family","true",""
"27","","iat",596,"f",55,81993,"career","career","career","career","family","true",""
"28","","iat",741,"f",57,82988,"career","career","career","career","family","true",""
"29","","iat",645,"f",59,83887,"career","career","career","career","family","true",""
"30","","iat",775,"f",61,84916,"career","career","career","career","family","true",""
"31","","iat",717,"j",63,85888,"family","family","family","career","family","true",""
"32","","iat",709,"j",65,86853,"family","family","family","career","family","true",""
"33","","iat",672,"f",67,87780,"career","career","career","career","family","true",""
"34","","iat",758,"f",69,88793,"career","career","career","career","family","true",""
"35","","iat",945,"j",71,89992,"family","family","family","career","family","true",""
"36","","iat",1792,"j",73,92039,"family","family","family","career","family","true",""
"37","","iat",2270,"j",75,94564,"family","family","family","career","family","true",""
"38","","iat",967,"j",78,100683,"women","women","women","men","women","true",""
"39","","iat",972,"j",80,101910,"women","women","women","men","women","true",""
"40","","iat",930,"f",82,103094,"men","men","men","men","women","true",""
"41","","iat",815,"j",84,104165,"women","women","women","men","women","true",""
"42","","iat",659,"j",86,105080,"women","women","women","men","women","true",""
"43","","iat",704,"f",88,106039,"men","men","men","men","women","true",""
"44","","iat",792,"j",90,107086,"women","women","women","men","women","true",""
"45","","iat",725,"j",92,108066,"women","women","women","men","women","true",""
"46","","iat",540,"j",94,108862,"women","women","women","men","women","true",""
"47","","iat",761,"f",96,109877,"men","men","men","men","women","true",""
"48","","iat",457,"f",98,110589,"women","women","women","men","women","false",""
"49","","iat",1004,"f",100,111850,"men","men","men","men","women","true",""
"50","","iat",1052,"j",102,113156,"women","women","women","men","women","true",""
"51","","iat",1648,"f",104,115059,"men","men","men","men","women","true",""
"52","","iat",655,"f",106,115968,"men","men","men","men","women","true",""
"53","","iat",716,"f",108,116937,"men","men","men","men","women","true",""
"54","","iat",592,"f",110,117785,"men","men","men","men","women","true",""
"55","","iat",639,"j",112,118682,"women","women","women","men","women","true",""
"56","","iat",1483,"j",114,120421,"women","women","women","men","women","true",""
"57","","iat",517,"j",116,121193,"men","men","men","men","women","false",""
"58","","iat",917,"j",118,122365,"women","women","women","men","women","true",""
"59","","iat",984,"j",120,123606,"women","women","women","men","women","true",""
"60","","iat",614,"f",122,124474,"men","men","men","men","women","true",""
"61","","iat",507,"f",124,125234,"men","men","men","men","women","true",""
"62","","iat",1063,"j",126,126552,"women","women","women","men","women","true",""
"63","","iat",936,"j",128,127767,"women","women","women","men","women","true",""
"64","","iat",601,"f",130,128639,"men","men","men","men","women","true",""
"65","","iat",676,"j",132,129574,"women","women","women","men","women","true",""
"66","","iat",1121,"f",134,130949,"men","men","men","men","women","true",""
"67","","iat",521,"f",136,131725,"men","men","men","men","women","true",""
"68","","iat",586,"f",138,132566,"men","men","men","men","women","true",""
"69","","iat",675,"f",140,133495,"men","men","men","men","women","true",""
"70","","iat",759,"f",142,134510,"men","men","men","men","women","true",""
"71","","iat",844,"j",144,135609,"women","women","women","men","women","true",""
"72","","iat",774,"j",146,136637,"women","women","women","men","women","true",""
"73","","iat",840,"f",148,137732,"men","men","men","men","women","true",""
"74","","iat",2655,"j",151,157664,"career","career","men or career","family","career","true",""
"75","","iat",1289,"j",153,159208,"men","men","men or career","women","men","true",""
"76","","iat",858,"j",155,160320,"family","family","women or family","family","career","false",""
"77","","iat",1315,"f",157,161891,"women","women","women or family","women","men","true",""
"78","","iat",861,"f",159,163007,"women","women","women or family","women","men","true",""
"79","","iat",659,"f",161,163921,"women","women","women or family","women","men","true",""
"80","","iat",962,"j",163,165138,"men","men","men or career","women","men","true",""
"81","","iat",1243,"j",165,166637,"career","career","men or career","family","career","true",""
"82","","iat",2112,"f",167,169003,"family","family","women or family","family","career","true",""
"83","","iat",1837,"f",169,171096,"family","family","women or family","family","career","true",""
"84","","iat",829,"j",171,172181,"career","career","men or career","family","career","true",""
"85","","iat",1184,"j",173,173619,"men","men","men or career","women","men","true",""
"86","","iat",1095,"f",175,174969,"career","career","men or career","family","career","false",""
"87","","iat",1791,"f",177,177015,"family","family","women or family","family","career","true",""
"88","","iat",1909,"f",179,179179,"women","women","women or family","women","men","true",""
"89","","iat",994,"f",181,180427,"women","women","women or family","women","men","true",""
"90","","iat",1146,"j",183,181828,"career","career","men or career","family","career","true",""
"91","","iat",971,"j",185,183054,"men","men","men or career","women","men","true",""
"92","","iat",964,"j",187,184273,"career","career","men or career","family","career","true",""
"93","","iat",726,"j",189,185252,"men","men","men or career","women","men","true",""
"94","","iat",816,"f",191,186322,"women","women","women or family","women","men","true",""
"95","","iat",1506,"f",193,188084,"family","family","women or family","family","career","true",""
"96","","iat",1548,"j",195,189888,"career","career","men or career","family","career","true",""
"97","","iat",706,"j",197,190849,"career","career","men or career","family","career","true",""
"98","","iat",1588,"j",199,192693,"men","men","men or career","women","men","true",""
"99","","iat",2074,"f",201,195022,"family","family","women or family","family","career","true",""
"100","","iat",3032,"f",203,198309,"men","men","men or career","women","men","false",""
"101","","iat",1459,"j",205,200022,"men","men","men or career","women","men","true",""
"102","","iat",1338,"f",207,201616,"family","family","women or family","family","career","true",""
"103","","iat",617,"j",209,202489,"family","family","women or family","family","career","false",""
"104","","iat",1552,"j",211,204295,"career","career","men or career","family","career","true",""
"105","","iat",3412,"f",213,207962,"women","women","women or family","women","men","true",""
"106","","iat",2754,"f",215,210971,"family","family","women or family","family","career","true",""
"107","","iat",1284,"j",217,212510,"men","men","men or career","women","men","true",""
"108","","iat",935,"f",219,213700,"women","women","women or family","women","men","true",""
"109","","iat",553,"f",221,214508,"women","women","women or family","women","men","true",""
"110","","iat",1115,"f",224,221984,"career","career","women or career","career","family","true",""
"111","","iat",587,"f",226,222826,"career","career","women or career","career","family","true",""
"112","","iat",609,"f",228,223690,"career","career","women or career","career","family","true",""
"113","","iat",852,"j",230,224797,"men","men","men or family","women","men","true",""
"114","","iat",631,"j",232,225682,"men","men","men or family","women","men","true",""
"115","","iat",591,"j",234,226529,"women","women","women or career","women","men","false",""
"116","","iat",1094,"j",236,227878,"family","family","men or family","career","family","true",""
"117","","iat",644,"j",238,228777,"family","family","men or family","career","family","true",""
"118","","iat",682,"j",240,229715,"family","family","men or family","career","family","true",""
"119","","iat",1953,"j",242,231923,"career","career","women or career","career","family","false",""
"120","","iat",1666,"j",244,233844,"men","men","men or family","women","men","true",""
"121","","iat",1292,"f",246,235391,"family","family","men or family","career","family","false",""
"122","","iat",3225,"f",248,238871,"women","women","women or career","women","men","true",""
"123","","iat",1865,"j",250,240991,"men","men","men or family","women","men","true",""
"124","","iat",1141,"j",252,242388,"family","family","men or family","career","family","true",""
"125","","iat",1458,"j",254,244101,"men","men","men or family","women","men","true",""
"126","","iat",675,"j",256,245031,"men","men","men or family","women","men","true",""
"127","","iat",795,"f",258,246081,"career","career","women or career","career","family","true",""
"128","","iat",766,"f",260,247102,"career","career","women or career","career","family","true",""
"129","","iat",731,"f",262,248089,"women","women","women or career","women","men","true",""
"130","","iat",612,"f",264,248956,"women","women","women or career","women","men","true",""
"131","","iat",725,"j",266,249933,"men","men","men or family","women","men","true",""
"132","","iat",671,"f",268,250856,"women","women","women or career","women","men","true",""
"133","","iat",964,"j",270,252074,"men","men","men or family","women","men","true",""
"134","","iat",881,"f",272,253210,"women","women","women or career","women","men","true",""
"135","","iat",1054,"j",274,254519,"family","family","men or family","career","family","true",""
"136","","iat",712,"f",276,255486,"women","women","women or career","women","men","true",""
"137","","iat",877,"j",278,256618,"family","family","men or family","career","family","true",""
